sentences,lable
" Duchamp's relevance and theoretical importance for future ""conceptualists"" was later acknowledged by US artist Joseph Kosuth in his 1969 essay, Art after Philosophy, when he wrote: ""All art (after Duchamp) is conceptual (in nature) because art only exists conceptually""",1
"
In 1956 the founder of Lettrism, Isidore Isou, developed the notion of a work of art which, by its very nature, could never be created in reality, but which could nevertheless provide aesthetic rewards by being contemplated intellectually",1
" This concept, also called Art esthapériste (or ""infinite-aesthetics""), derived from the infinitesimals of Gottfried Wilhelm Leibniz – quantities which could not actually exist except conceptually",1
" The current incarnation (As of 2013) of the Isouian movement, Excoördism, self-defines as the art of the infinitely large and the infinitely small",1
"


== Origins ==
In 1961, philosopher and artist Henry Flynt coined the term ""concept art"" in an article bearing the same name which appeared in the proto-Fluxus publication An Anthology of Chance Operations",1
" Flynt's concept art, he maintained, devolved from his notion of ""cognitive nihilism"", in which paradoxes in logic are shown to evacuate concepts of substance",1
" Drawing on the syntax of logic and mathematics, concept art was meant jointly to supersede mathematics and the formalistic music then current in serious art music circles",1
" Therefore, Flynt maintained, to merit the label concept art, a work had to be a critique of logic or mathematics in which a linguistic concept was the material, a quality which is absent from subsequent ""conceptual art""",1
"The term assumed a different meaning when employed by Joseph Kosuth and by the English Art and Language group, who discarded the conventional art object in favour of a documented critical inquiry, that began in Art-Language: The Journal of Conceptual Art in 1969, into the artist's social, philosophical, and psychological status",1
" By the mid-1970s they had produced publications, indices, performances, texts and paintings to this end",1
" In 1970 Conceptual Art and Conceptual Aspects, the first dedicated conceptual-art exhibition, took place at the New York Cultural Center",1
"


== The critique of formalism and of the commodification of art ==
Conceptual art emerged as a movement during the 1960s – in part as a reaction against formalism as then articulated by the influential New York art critic Clement Greenberg",1
" According to Greenberg Modern art followed a process of progressive reduction and refinement toward the goal of defining the essential, formal nature of each medium",1
 Those elements that ran counter to this nature were to be reduced,1
" The task of painting, for example, was to define precisely what kind of object a painting truly is: what makes it a painting and nothing else",1
" As it is of the nature of paintings to be flat objects with canvas surfaces onto which colored pigment is applied, such things as figuration, 3-D perspective illusion and references to external subject matter were all found to be extraneous to the essence of painting, and ought to be removed",1
"Some have argued that conceptual art continued this ""dematerialization"" of art by removing the need for objects altogether,
while others, including many of the artists themselves, saw conceptual art as a radical break with Greenberg's kind of formalist Modernism",1
" Later artists continued to share a preference for art to be self-critical, as well as a distaste for illusion",1
" However, by the end of the 1960s it was certainly clear that Greenberg's stipulations for art to continue within the confines of each medium and to exclude external subject matter no longer held traction",1
"
Conceptual art also reacted against the commodification of art; it attempted a subversion of the gallery or museum as the location and determiner of art, and the art market as the owner and distributor of art",1
" Lawrence Weiner said: ""Once you know about a work of mine you own it",1
 There's no way I can climb inside somebody's head and remove it,1
""" Many conceptual artists' work can therefore only be known about through documentation which is manifested by it, e",1
g,1
", photographs, written texts or displayed objects, which some might argue are not in and of themselves the art",1
" It is sometimes (as in the work of Robert Barry, Yoko Ono, and Weiner himself) reduced to a set of written instructions describing a work, but stopping short of actually making it—emphasising the idea as more important than the artifact",1
" This reveals an explicit preference for the ""art"" side of the ostensible dichotomy between art and craft, where art, unlike craft, takes place within and engages historical discourse: for example, Ono's ""written instructions"" make more sense alongside other conceptual art of the time",1
"


== Language and/as art ==
Language was a central concern for the first wave of conceptual artists of the 1960s and early 1970s",1
" Although the utilisation of text in art was in no way novel, only in the 1960s did the artists Lawrence Weiner, Edward Ruscha, Joseph Kosuth, Robert Barry, and Art & Language begin to produce art by exclusively linguistic means",1
" Where previously language was presented as one kind of visual element alongside others, and subordinate to an overarching composition (e",1
g,1
" Synthetic Cubism), the conceptual artists used language in place of brush and canvas, and allowed it to signify in its own right",1
" Of Lawrence Weiner's works Anne Rorimer writes, ""The thematic content of individual works derives solely from the import of the language employed, while presentational means and contextual placement play crucial, yet separate, roles",1
"""The British philosopher and theorist of conceptual art Peter Osborne suggests that among the many factors that influenced the gravitation toward language-based art, a central role for conceptualism came from the turn to linguistic theories of meaning in both Anglo-American analytic philosophy, and structuralist and post structuralist Continental philosophy during the middle of the twentieth century",1
" This linguistic turn ""reinforced and legitimized"" the direction the conceptual artists took",1
 Osborne also notes that the early conceptualists were the first generation of artists to complete degree-based university training in art,1
" Osborne later made the observation that contemporary art is post-conceptual in a public lecture delivered at the Fondazione Antonio Ratti, Villa Sucota in Como on July 9, 2010",1
 It is a claim made at the level of the ontology of the work of art (rather than say at the descriptive level of style or movement),1
"
The American art historian Edward A",1
" Shanken points to the example of Roy Ascott who ""powerfully demonstrates the significant intersections between conceptual art and art-and-technology, exploding the conventional autonomy of these art-historical categories",1
""" Ascott, the British artist most closely associated with cybernetic art in England, was not included in Cybernetic Serendipity because his use of cybernetics was primarily conceptual and did not explicitly utilize technology",1
" Conversely, although his essay on the application of cybernetics to art and art pedagogy, ""The Construction of Change"" (1964), was quoted on the dedication page (to Sol LeWitt) of Lucy R",1
" Lippard's seminal Six Years: The Dematerialization of the Art Object from 1966 to 1972, Ascott's anticipation of and contribution to the formation of conceptual art in Britain has received scant recognition, perhaps (and ironically) because his work was too closely allied with art-and-technology",1
" Another vital intersection was explored in Ascott's use of the thesaurus in 1963 telematic connections:: timeline, which drew an explicit parallel between the taxonomic qualities of verbal and visual languages – a concept that would be taken up in Joseph Kosuth's Second Investigation, Proposition 1 (1968) and Mel Ramsden's Elements of an Incomplete Map (1968)",1
"


== Conceptual art and artistic skill ==

By adopting language as their exclusive medium, Weiner, Barry, Wilson, Kosuth and Art & Language were able to sweep aside the vestiges of authorial presence manifested by formal invention and the handling of materials",1
"

An important difference between conceptual art and more ""traditional"" forms of art-making goes to the question of artistic skill",1
" Although skill in the handling of traditional media often plays little role in conceptual art, it is difficult to argue that no skill is required to make conceptual works, or that skill is always absent from them",1
" John Baldessari, for instance, has presented realist pictures that he commissioned professional sign-writers to paint; and many conceptual performance artists (e",1
g,1
" Stelarc, Marina Abramović) are technically accomplished performers and skilled manipulators of their own bodies",1
" It is thus not so much an absence of skill or hostility toward tradition that defines conceptual art as an evident disregard for conventional, modern notions of authorial presence and of individual artistic expression",1
"


== Contemporary influence ==
Proto-conceptualism has roots in the rise of Modernism with, for example, Manet (1832–1883) and later Marcel Duchamp (1887–1968)",1
" The first wave of the ""conceptual art"" movement extended from approximately 1967
to 1978",1
" Early ""concept"" artists like Henry Flynt (1940– ), Robert Morris (1931–2018), and Ray Johnson (1927–1995) influenced the later, widely accepted movement of conceptual art",1
" Conceptual artists like Dan Graham, Hans Haacke, and Lawrence Weiner have proven very influential on subsequent artists, and well-known contemporary artists such as Mike Kelley or Tracey Emin are sometimes labeled ""second- or third-generation"" conceptualists, or ""post-conceptual"" artists (the prefix Post- in art can frequently be interpreted as ""because of"")",1
"
Contemporary artists have taken up many of the concerns of the conceptual art movement, while they may or may not term themselves ""conceptual artists""",1
" Ideas such as anti-commodification, social and/or political critique, and ideas/information as medium continue to be aspects of contemporary art, especially among artists working with installation art, performance art, art intervention, net",1
"art, and electronic/digital art",1
"


== Notable examples ==

1913 : Bicycle Wheel (Roue de bicyclette) by Marcel Duchamp",1
 Assisted readymade,1
 Bicycle wheel mounted by its fork on a painted wooden stool,1
" The first readymade, even though he did not have the idea for readymades until two years later",1
 The original was lost,1
" Also, recognized as the first kinetic sculpture",1
"
1914 : Pharmacy (Pharmacie) by Marcel Duchamp",1
 Rectified readymade,1
" Gouache on chromolithograph of a scene with bare trees and a winding stream to which he added two circles, red and green",1
"
1914 : Bottle Rack (also called Bottle Dryer or Hedgehog) (Egouttoir or Porte-bouteilles or Hérisson) by Marcel Duchamp",1
 Readymade,1
" A galvanized iron bottle drying rack that Duchamp bought as an ""already made"" sculpture, but it gathered dust in the corner of his Paris studio",1
" Two years later in 1916, in correspondence from New York with his sister, Suzanne Duchamp in France, he expresses a desire to make it a readymade",1
" Suzanne, looking after his Paris studio, has already disposed of it",1
"
1915 : In Advance of the Broken Arm (En prévision du bras cassé) by Marcel Duchamp",1
 Readymade,1
 Snow shovel on which Duchamp carefully painted its title,1
" The first piece the artist officially called a ""readymade""",1
"
1915 : Pulled at 4 pins by Marcel Duchamp",1
 Readymade,1
 An unpainted chimney ventilator that turns in the wind,1
 Duchamp liked that the literal translation meant nothing in English and had no relation to the object,1
"
1916 : With Hidden Noise (A bruit secret) by Marcel Duchamp",1
  Assisted readymade,1
" A ball of twine between two brass plates, joined by four screws",1
" An unknown object has been placed in the ball of twine by Duchamp's friend, Walter Arensberg",1
"
1916 : Comb (Peigne) by Marcel Duchamp",1
 Readymade,1
 Steel dog grooming comb inscribed along the edge,1
"
1917 : Traveller's Folding Item (",1
,1
,1
"pliant,",1
,1
,1
 de voyage) by Marcel Duchamp,1
 Readymade,1
 Underwood Typewriter cover,1
"
1916–17 : Apolinère Enameled, 1916–1917",1
 Rectified readymade,1
 An altered Sapolin paint advertisement,1
"
1917 : Fountain by Marcel Duchamp, described in an article in The Independent as the invention of conceptual art",1
" It is also an early example of an Institutional Critique
1917 : 'Trap (Trébuchet) by Marcel Duchamp",1
 Readymade,1
 Wood and metal coatrack attached to floor,1
"
1917 : Hat Rack (Porte-chapeaux), c",1
" 1917, by Marcel Duchamp",1
 Readymade,1
 A wooden hatrack,1
"
1919 : L",1
H,1
O,1
O,1
Q,1
 by Marcel Duchamp,1
 Rectified readymade,1
 Pencil on a reproduction of Leonardo da Vinci's Mona Lisa on which he drew a goatee and moustache titled with a coarse pun,1
"
1919 : Unhappy readymade, by Marcel Duchamp",1
 Assisted readymade,1
 Duchamp instructed his sister Suzanne to hang a geometry textbook from the balcony of her Paris apartment,1
 Suzanne carried out the instructions and painted a picture of the result,1
"
1919 : 50 cc of Paris Air (50 cc air de Paris, Paris Air or Air de Paris) by Marcel Duchamp",1
 Readymade,1
 A glass ampoule containing air from Paris,1
 Duchamp took the ampoule to New York City in 1920 and gave it to Walter Arensberg as a gift,1
"
1920 : Fresh Widow by Marcel Duchamp",1
 Readymade,1
 An altered French window creating a pun,1
"
1921 : Why Not Sneeze, Rose Sélavy? by Marcel Duchamp",1
 Assisted readymade,1
 Marble cubes in the shape of sugar lumps with a thermometer and cuttle bones in a small bird cage,1
"
1921 : Belle Haleine, Eau de Voilette by Marcel Duchamp",1
 Assisted readymade,1
 An altered perfume bottle in the original box,1
"
1921 : The Brawl at Austerlitz by Marcel Duchamp",1
 Readymade,1
" Like Fresh Widow, made by a carpenter according to Duchamp's specifications",1
"
1923 : Wanted, $2,000 Reward by Marcel Duchamp",1
 Rectified readymade,1
 Photographic collage on poster,1
"
1952 : The premiere of American experimental composer John Cage's work, 4′33″, a three-movement composition, performed by pianist David Tudor on August 29, 1952, in Maverick Concert Hall, Woodstock, New York, as part of a recital of contemporary piano music",1
" It is commonly perceived as ""four minutes thirty-three seconds of silence""",1
"
1953 : Robert Rauschenberg produces Erased De Kooning Drawing, a drawing by Willem de Kooning which Rauschenberg erased",1
" It raised many questions about the fundamental nature of art, challenging the viewer to consider whether erasing another artist's work could be a creative act, as well as whether the work was only ""art"" because the famous Rauschenberg had done it",1
"
1955 : Rhea Sue Sanders creates her first text pieces of the series pièces de complices, combining visual art with poetry and philosophy, and introducing the concept of complicity: the viewer must accomplish the art in her/his imagination",1
"
1956 : Isidore Isou introduces the concept of infinitesimal art in Introduction à une esthétique imaginaire (Introduction to Imaginary Aesthetics)",1
"
1957: Yves Klein, Aerostatic Sculpture (Paris), composed of 1001 blue balloons released into the sky from Galerie Iris Clert to promote his Proposition Monochrome; Blue Epoch exhibition",1
" Klein also exhibited One Minute Fire Painting, which was a blue panel into which 16 firecrackers were set",1
" For his next major exhibition, The Void in 1958, Klein declared that his paintings were now invisible – and to prove it he exhibited an empty room",1
"
1958: George Brecht invents the Event Score which would become a central feature of Fluxus",1
" Brecht, Dick Higgins, Allan Kaprow, Al Hansen, Jackson MacLow and others studied with John Cage between 1958 and 1959 at the New School leading directly to the creation of Happenings, Fluxus and Henry Flynt's concept art",1
" Event Scores are simple instructions to complete everyday tasks which can be performed publicly, privately, or not at all",1
"
1958: Wolf Vostell Das Theater ist auf der Straße/The theater is on the street",1
 The first Happening in Europe,1
"
1960: Yves Klein's action called A Leap Into The Void, in which he attempts to fly by leaping out of a window",1
" He stated: ""The painter has only to create one masterpiece, himself, constantly",1
"""
1960: The artist Stanley Brouwn declares that all the shoe shops in Amsterdam constitute an exhibition of his work",1
"
1961: Wolf Vostell Cityrama, in Cologne – the first Happening in Germany",1
"
1961: Robert Rauschenberg sent a telegram to the Galerie Iris Clert which read: 'This is a portrait of Iris Clert if I say so",1
' as his contribution to an exhibition of portraits,1
"
1961: Piero Manzoni exhibited Artist's Shit, tins purportedly containing his own feces (although since the work would be destroyed if opened, no one has been able to say for sure)",1
 He put the tins on sale for their own weight in gold,1
" He also sold his own breath (enclosed in balloons) as Bodies of Air, and signed people's bodies, thus declaring them to be living works of art either for all time or for specified periods",1
 (This depended on how much they are prepared to pay),1
" Marcel Broodthaers and Primo Levi are amongst the designated ""artworks""",1
"
1962: Artist Barrie Bates rebrands himself as Billy Apple, erasing his original identity to continue his exploration of everyday life and commerce as art",1
" By this stage, many of his works are fabricated by third parties",1
"
1962: Christo's Iron Curtain work",1
 This consists of a barricade of oil barrels in a narrow Paris street which caused a large traffic jam,1
 The artwork was not the barricade itself but the resulting traffic jam,1
"
1962: Yves Klein presents Immaterial Pictorial Sensitivity in various ceremonies on the banks of the Seine",1
" He offers to sell his own ""pictorial sensitivity"" (whatever that was – he did not define it) in exchange for gold leaf",1
 In these ceremonies the purchaser gave Klein the gold leaf in return for a certificate,1
" Since Klein's sensitivity was immaterial, the purchaser was then required to burn the certificate whilst Klein threw half the gold leaf into the Seine",1
 (There were seven purchasers,1
")
1962: Piero Manzoni created The Base of the World, thereby exhibiting the entire planet as his artwork",1
"
1962: Alberto Greco began his Vivo Dito or Live Art series, which took place in Paris, Rome, Madrid, and Piedralaves",1
" In each artwork, Greco called attention to the art in everyday life, thereby asserting that art was actually a process of looking and seeing",1
"
1962: FLUXUS Internationale Festspiele Neuester Musik in Wiesbaden with George Maciunas, Wolf Vostell, Nam June Paik and others",1
"
1963: George Brecht's collection of Event-Scores, Water Yam, is published as the first Fluxkit by George Maciunas",1
"
1963: Festum Fluxorum Fluxus in Düsseldorf with George Maciunas, Wolf Vostell, Joseph Beuys, Dick Higgins, Nam June Paik, Ben Patterson, Emmett Williams and others",1
"
1963: Henry Flynt's article Concept Art is published in An Anthology of Chance Operations; a collection of artworks and concepts by artists and musicians that was published by Jackson Mac Low and La Monte Young (ed",1
),1
" An Anthology of Chance Operations documented the development of Dick Higgins’s vision of intermedia art in the context of the ideas of John Cage, and became an early pre-Fluxus masterpiece",1
" Flynt's ""concept art"" devolved from his idea of ""cognitive nihilism"" and from his insights about the vulnerabilities of logic and mathematics",1
"
1964: Yoko Ono publishes Grapefruit: A Book of Instructions and Drawings, an example of heuristic art, or a series of instructions for how to obtain an aesthetic experience",1
"
1965: Art & Language founder Michael Baldwin's Mirror Piece",1
" Instead of paintings, the work shows a variable number of mirrors that challenge both the visitor and Clement Greenberg’s theory",1
"
1965: A complex conceptual art piece by John Latham called Still and Chew",1
" He invites art students to protest against the values of Clement Greenberg's Art and Culture, much praised and taught at Saint Martin's School of Art in London, where Latham taught part-time",1
" Pages of Greenberg's book (borrowed from the college library) are chewed by the students, dissolved in acid and the resulting solution returned to the library bottled and labelled",1
 Latham was then fired from his part-time position,1
"
1965: with Show V, immaterial sculpture the Dutch artist Marinus Boezem introduced conceptual art in the Netherlands",1
" In the show, various air doors are placed where people can walk through them",1
" People have the sensory experience of warmth, air",1
" Three invisible air doors, which arise as currents of cold and warm are blown into the room, are indicated in the space with bundles of arrows and lines",1
" The articulation of the space that arises is the result of invisible processes which influence the conduct of persons in that space, and who are included in the system as co-performers",1
"
Joseph Kosuth dates the concept of One and Three Chairs to the year 1965",1
" The presentation of the work consists of a chair, its photo, and an enlargement of a definition of the word ""chair""",1
 Kosuth chose the definition from a dictionary,1
 Four versions with different definitions are known,1
"
1966: Conceived in 1966 The Air Conditioning Show of Art & Language is published as an article in 1967 in the November issue of Arts Magazine",1
"
1966: N",1
E,1
 Thing Co,1
 Ltd,1
" (Iain and Ingrid Baxter of Vancouver) exhibit Bagged Place, the contents of a four-room apartment wrapped in plastic bags",1
" The same year they registered as a corporation and subsequently organized their practice along corporate models, one of the first international examples of the ""aesthetic of administration""",1
"
1967: Mel Ramsden’s first 100% Abstract Paintings",1
 The painting shows a list of chemical components that constitutes the substance of the painting,1
"
1967: Sol LeWitt's Paragraphs on Conceptual Art were published by the American art journal Artforum",1
 The Paragraphs mark the progression from Minimal to Conceptual Art,1
"
1968: Michael Baldwin, Terry Atkinson, David Bainbridge and Harold Hurrell found Art & Language",1
"
1968: Lawrence Weiner relinquishes the physical making of his work and formulates his ""Declaration of Intent"", one of the most important conceptual art statements following LeWitt's ""Paragraphs on Conceptual Art""",1
" The declaration, which underscores his subsequent practice, reads: ""1",1
 The artist may construct the piece,1
 2,1
 The piece may be fabricated,1
 3,1
 The piece need not be built,1
 Each being equal and consistent with the intent of the artist the decision as to condition rests with the receiver upon the occasion of receivership,1
"""
Friedrich Heubach launches the magazine Interfunktionen in Cologne, Germany, a publication that excelled in artists' projects",1
" It originally showed a Fluxus influence, but later moved toward conceptual art",1
"
1969: The first generation of New York alternative exhibition spaces are established, including Billy Apple's APPLE, Robert Newman's Gain Ground, where Vito Acconci produced many important early works, and 112 Greene Street",1
"
1969: Robert Barry's Telepathic Piece at Simon Fraser University, Vancouver, of which he said ""During the exhibition I will try to communicate telepathically a work of art, the nature of which is a series of thoughts that are not applicable to language or image",1
"""
1969: The first issue of Art-Language: The Journal of conceptual art is published in May, edited by Terry Atkinson, David Bainbridge, Michael Baldwin and Harold Hurrell",1
" Art & Language are the editors of this first number, and by the second number Joseph Kosuth joins and serves as American editor until 1972",1
"
1969: Vito Acconci creates Following Piece, in which he follows randomly selected members of the public until they disappear into a private space",1
 The piece is presented as photographs,1
"
The English journal Studio International publishes Joseph Kosuth´s article ""Art after Philosophy"" in three parts (October–December)",1
 It became the most discussed article on conceptual art,1
"
1970: Ian Burn, Mel Ramsden and Charles Harrison join Art & Language",1
"
1970: Painter John Baldessari exhibits a film in which he sets a series of erudite statements by Sol LeWitt on the subject of conceptual art to popular tunes like ""Camptown Races"" and ""Some Enchanted Evening""",1
"
1970: Douglas Huebler exhibits a series of photographs taken every two minutes while driving along a road for 24 minutes",1
"
1970: Douglas Huebler asks museum visitors to write down 'one authentic secret'",1
" The resulting 1800 documents are compiled into a book which, by some accounts, makes for very repetitive reading as most secrets are similar",1
"
1971: Hans Haacke's Real Time Social System",1
 This piece of systems art detailed the real estate holdings of the third largest landowners in New York City,1
" The properties, mostly in Harlem and the Lower East Side, were decrepit and poorly maintained, and represented the largest concentration of real estate in those areas under the control of a single group",1
" The captions gave various financial details about the buildings, including recent sales between companies owned or controlled by the same family",1
" The Guggenheim museum cancelled the exhibition, stating that the overt political implications of the work constituted ""an alien substance that had entered the art museum organism""",1
 There is no evidence to suggest that the trustees of the Guggenheim were linked financially to the family which was the subject of the work,1
"
1972: The Art & Language Institute exhibits Index 01 at the Documenta 5, an installation indexing text-works by Art & Language and text-works from Art-Language",1
"
1972: Antonio Caro exhibits in the National Art Salon (Museo Nacional, Bogotá, Colombia) his work: Aquinocabeelarte (Art does not fit here), where each of the letters is a separate poster, and under each letter is written the name of some victim of state repression",1
"
1972: Fred Forest buys an area of blank space in the newspaper Le Monde and invites readers to fill it with their own works of art",1
"
General Idea launch File magazine in Toronto",1
" The magazine functioned as something of an extended, collaborative artwork",1
"
1973: Jacek Tylicki lays out blank canvases or paper sheets in the natural environment for nature to create art",1
"
1974: Cadillac Ranch near Amarillo, Texas",1
"
1975–76: Three issues of the journal The Fox were published by Art & Language in New York",1
 The editor was Joseph Kosuth,1
 The Fox became an important platform for the American members of Art & Language,1
" Karl Beveridge, Ian Burn, Sarah Charlesworth, Michael Corris, Joseph Kosuth, Andrew Menard, Mel Ramsden and Terry Smith wrote articles which thematized the context of contemporary art",1
 These articles exemplify the development of an institutional critique within the inner circle of conceptual art,1
" The criticism of the art world integrates social, political and economic reasons",1
"
1975–77 Orshi Drozdik's Individual Mythology performance, photography and offset print series and her theory of ImageBank in Budapest",1
"
1976: facing internal problems, members of Art & Language separate",1
" The destiny of the name Art & Language remains in Michael Baldwin, Mel Ramsden and Charles Harrison hands",1
"
1977: Walter De Maria's Vertical Earth Kilometer in Kassel, Germany",1
 This was a one kilometer brass rod which was sunk into the earth so that nothing remained visible except a few centimeters,1
" Despite its size, therefore, this work exists mostly in the viewer's mind",1
"
1982: The opera Victorine by Art & Language was to be performed in the city of Kassel for documenta 7 and shown alongside Art & Language Studio at 3 Wesley Place Painted by Actors, but the performance was cancelled",1
"
1986: Art & Language are nominated for the Turner Prize",1
"
1989: Christopher Williams' Angola to Vietnam is first exhibited",1
" The work consists of a series of black-and-white photographs of glass botanical specimens from the Botanical Museum at Harvard University, chosen according to a list of the thirty-six countries in which political disappearances were known to have taken place during the year 1985",1
"
1990: Ashley Bickerton and Ronald Jones included in ""Mind Over Matter: Concept and Object"" exhibition of ”third generation Conceptual artists” at the Whitney Museum of American Art",1
"
1991: Ronald Jones exhibits objects and text, art, history and science rooted in grim political reality at Metro Pictures Gallery",1
"
1991: Charles Saatchi funds Damien Hirst and the next year in the Saatchi Gallery exhibits his The Physical Impossibility of Death in the Mind of Someone Living, a shark in formaldehyde in a vitrine",1
"
1992: Maurizio Bolognini starts to ""seal"" his Programmed Machines: hundreds of computers are programmed and left to run ad infinitum to generate inexhaustible flows of random images which nobody would see",1
"
1993: Matthieu Laurette established his artistic birth certificate by taking part in a French TV game called Tournez manège (The Dating Game) where the female presenter asked him who he was, to which he replied: 'A multimedia artist'",1
" Laurette had sent out invitations to an art audience to view the show on TV from their homes, turning his staging of the artist into a performed reality",1
"
1993: Vanessa Beecroft holds her first performance in Milan, Italy, using models to act as a second audience to the display of her diary of food",1
"
1999: Tracey Emin is nominated for the Turner Prize",1
" Part of her exhibit is My Bed, her dishevelled bed, surrounded by detritus such as condoms, blood-stained knickers, bottles and her bedroom slippers",1
"
2001: Martin Creed wins the Turner Prize for Work No",1
" 227: The lights going on and off, an empty room in which the lights go on and off",1
"
2003: damali ayo exhibits at the Center of Contemporary Art, Seattle, WA Flesh Tone #1: Skinned, a collaborative self-portrait where she asked paint mixers from local hardware stores to create house paint to match various parts of her body, while recording the interactions",1
"
2004: Andrea Fraser's video Untitled, a document of her sexual encounter in a hotel room with a collector (the collector having agreed to help finance the technical costs for enacting and filming the encounter) is exhibited at the Friedrich Petzel Gallery",1
" It is accompanied by her 1993 work Don't Postpone Joy, or Collecting Can Be Fun, a 27-page transcript of an interview with a collector in which the majority of the text has been deleted",1
"
2005: Simon Starling wins the Turner Prize for Shedboatshed, a wooden shed which he had turned into a boat, floated down the Rhine and turned back into a shed again",1
"
2005: Maurizio Nannucci creates the large neon installation All Art Has Been Contemporary on the facade of Altes Museum in Berlin",1
"
2014: Olaf Nicolai creates the Memorial for the Victims of Nazi Military Justice on Vienna's Ballhausplatz after winning an international competition",1
 The inscription on top of the three-step sculpture features a poem by Scottish poet Ian Hamilton Finlay (1924–2006) with just two words: all alone,1
"


== Notable conceptual artists ==


== See also ==


=== Individual works ===


== References ==


== Further reading ==
BooksCharles Harrison, Essays on Art & Language, MIT Press, 1991
Charles Harrison, Conceptual Art and Painting: Further essays on Art & Language, MIT press, 2001
Ermanno Migliorini, Conceptual Art, Florence: 1971
Klaus Honnef, Concept Art, Cologne: Phaidon, 1972
Ursula Meyer, ed",1
", Conceptual Art, New York: Dutton, 1972
Lucy R",1
" Lippard, Six Years: the Dematerialization of the Art Object From 1966 to 1972",1
 1973,1
" Berkeley: University of California Press, 1997",1
"
Gregory Battcock, ed",1
", Idea Art: A Critical Anthology, New York: E",1
 P,1
" Dutton, 1973
Jürgen Schilling, Aktionskunst",1
 Identität von Kunst und Leben? Verlag C,1
J,1
" Bucher, 1978, ISBN 3-7658-0266-2",1
"
Juan Vicente Aliaga & José Miguel G",1
" Cortés, ed",1
", Arte Conceptual Revisado/Conceptual Art Revisited, Valencia: Universidad Politécnica de Valencia, 1990
Thomas Dreher, Konzeptuelle Kunst in Amerika und England zwischen 1963 und 1976 (Thesis Ludwig-Maximilians-Universität, München), Frankfurt am Main: Peter Lang, 1992
Robert C",1
" Morgan, Conceptual Art: An American Perspective, Jefferson, NC/London: McFarland, 1994
Robert C",1
" Morgan, Art into Ideas: Essays on Conceptual Art, Cambridge et al",1
": Cambridge University Press, 1996
Charles Harrison and Paul Wood, Art in Theory: 1900–1990, Blackwell Publishing, 1993
Tony Godfrey, Conceptual Art, London: 1998
Alexander Alberro & Blake Stimson, ed",1
", Conceptual Art: A Critical Anthology, Cambridge, Massachusetts, London: MIT Press, 1999
Michael Newman & Jon Bird, ed",1
", Rewriting Conceptual Art, London: Reaktion, 1999
Anne Rorimer, New Art in the 60s and 70s: Redefining Reality, London: Thames & Hudson, 2001
Peter Osborne, Conceptual Art (Themes and Movements), Phaidon, 2002  (See also the external links for Robert Smithson)
Alexander Alberro",1
 Conceptual art and the politics of publicity,1
" MIT Press, 2003",1
"
Michael Corris, ed",1
", Conceptual Art: Theory, Practice, Myth, Cambridge, England: Cambridge University Press, 2004
Daniel Marzona, Conceptual Art, Cologne: Taschen, 2005
John Roberts, The Intangibilities of Form: Skill and Deskilling in Art After the Readymade, London and New York: Verso Books, 2007
Peter Goldie and Elisabeth Schellekens, Who's afraid of conceptual art?, Abingdon [etc",1
"] : Routledge, 2010",1
" – VIII, 152 p",1
 : ill,1
" ; 20 cm ISBN 0-415-42281-7 hbk :  ISBN 978-0-415-42281-9 hbk : ISBN 0-415-42282-5 pbk :  ISBN 978-0-415-42282-6 pbkEssaysAndrea Sauchelli, 'The Acquaintance Principle, Aesthetic Judgments, and Conceptual Art, Journal of Aesthetic Education (forthcoming, 2016)",1
"Exhibition cataloguesDiagram-boxes and Analogue Structures, exh",1
cat,1
" London: Molton Gallery, 1963",1
"
January 5–31, 1969, exh",1
cat,1
", New York: Seth Siegelaub, 1969
When Attitudes Become Form, exh",1
cat,1
", Bern: Kunsthalle Bern, 1969
557,087, exh",1
cat,1
", Seattle: Seattle Art Museum, 1969
Konzeption/Conception, exh",1
cat,1
", Leverkusen: Städt",1
 Museum Leverkusen et al,1
", 1969
Conceptual Art and Conceptual Aspects, exh",1
cat,1
", New York: New York Cultural Center, 1970
Art in the Mind, exh",1
cat,1
", Oberlin, Ohio: Allen Memorial Art Museum, 1970
Information, exh",1
cat,1
", New York: Museum of Modern Art, 1970
Software, exh",1
cat,1
", New York: Jewish Museum, 1970
Situation Concepts, exh",1
cat,1
", Innsbruck: Forum für aktuelle Kunst, 1971
Art conceptuel I, exh",1
cat,1
", Bordeaux: capcMusée d’art contemporain de Bordeaux, 1988
L'art conceptuel, exh",1
cat,1
", Paris: ARC–Musée d’Art Moderne de la Ville de Paris, 1989
Christian Schlatter, ed",1
", Art Conceptuel Formes Conceptuelles/Conceptual Art Conceptual Forms, exh",1
cat,1
", Paris: Galerie 1900–2000 and Galerie de Poche, 1990
Reconsidering the Object of Art: 1965–1975, exh",1
cat,1
", Los Angeles: Museum of Contemporary Art, 1995
Global Conceptualism: Points of Origin, 1950s–1980s, exh",1
cat,1
", New York: Queens Museum of Art, 1999
Open Systems: Rethinking Art c",1
" 1970, exh",1
cat,1
", London: Tate Modern, 2005
Art & Language Uncompleted: The Philippe Méaille Collection, MACBA Press, 2014
Light Years: Conceptual Art and the Photograph 1964–1977, exh",1
cat,1
